State,County,inc2013,inc2014,inc2015,stateRank,pctChg2014,pctChg2015,stateRankChg
IN,Tipton,38921.00,39856.00,40280.00,25,2.4,1.1,69
IN,Union,34379.00,33667.00,33714.00,82,-2.1,0.1,80
IN,Vanderburgh,38437.00,39817.00,40875.00,22,3.6,2.7,45
IN,Vermillion,34835.00,35170.00,34742.00,74,1,-1.2,88
IN,Vigo,32930.00,33949.00,34922.00,70,3.1,2.9,40
IN,Wabash,37392.00,38437.00,39447.00,33,2.8,2.6,49
IN,Warren,44940.00,42298.00,40483.00,24,-5.9,-4.3,91
IN,Warrick,44816.00,47140.00,48593.00,5,5.2,3.1,35
IN,Washington,32615.00,34162.00,35615.00,61,4.7,4.3,19
IN,Wayne,34142.00,35525.00,36494.00,56,4.1,2.7,44
IN,Wells,37480.00,37869.00,37823.00,48,1,-0.1,82
IN,White,39108.00,38463.00,38545.00,39,-1.6,0.2,79
IN,Whitley,37702.00,38238.00,39145.00,35,1.4,2.4,57
IA,,43185.00,44421.00,45902.00,,2.9,3.3,
IA,Adair,44188.00,44608.00,46184.00,45,1,3.5,39
IA,Adams,53866.00,53461.00,59850.00,3,-0.8,12,3
IA,Allamakee,39325.00,40445.00,41538.00,70,2.8,2.7,52
IA,Appanoose,34012.00,34763.00,35778.00,98,2.2,2.9,45
IA,Audubon,55070.00,52316.00,52381.00,17,-5,0.1,87
IA,Benton,45797.00,46654.00,48422.00,32,1.9,3.8,35
IA,Black Hawk,38431.00,39555.00,40273.00,78,2.9,1.8,65
IA,Boone,44091.00,44854.00,46124.00,46,1.7,2.8,46
IA,Bremer,43875.00,44073.00,44610.00,51,0.5,1.2,75
IA,Buchanan,43798.00,42648.00,42757.00,66,-2.6,0.3,85
IA,Buena Vista,45641.00,46042.00,47617.00,39,0.9,3.4,40
IA,Butler,47240.00,43754.00,43467.00,60,-7.4,-0.7,91
IA,Calhoun,46541.00,48347.00,47888.00,38,3.9,-0.9,93
IA,Carroll,48215.00,49721.00,49914.00,24,3.1,0.4,82
IA,Cass,42342.00,42894.00,44488.00,52,1.3,3.7,37
IA,Cedar,46113.00,45767.00,46629.00,43,-0.8,1.9,64
IA,Cerro Gordo,45374.00,51549.00,56676.00,7,13.6,9.9,6
IA,Cherokee,49127.00,53541.00,61661.00,2,9,15.2,1
IA,Chickasaw,47997.00,47655.00,50531.00,23,-0.7,6,17
IA,Clarke,34296.00,35744.00,36327.00,95,4.2,1.6,70
IA,Clay,45180.00,45963.00,49426.00,27,1.7,7.5,12
IA,Clayton,43983.00,44982.00,46227.00,44,2.3,2.8,49
IA,Clinton,39503.00,39102.00,40161.00,80,-1,2.7,50
IA,Crawford,44370.00,41938.00,40186.00,79,-5.5,-4.2,99
IA,Dallas,55326.00,58030.00,59405.00,5,4.9,2.4,57
IA,Davis,36532.00,36829.00,36029.00,97,0.8,-2.2,98
IA,Decatur,31978.00,32512.00,33059.00,99,1.7,1.7,68
IA,Delaware,43625.00,44164.00,44894.00,50,1.2,1.7,69
IA,Des Moines,41515.00,44969.00,48760.00,31,8.3,8.4,9
IA,Dickinson,49073.00,50351.00,54156.00,12,2.6,7.6,11
IA,Dubuque,41536.00,43057.00,43997.00,58,3.7,2.2,60
IA,Emmet,41881.00,41233.00,44457.00,53,-1.5,7.8,10
IA,Fayette,39363.00,39519.00,40294.00,77,0.4,2,62
IA,Floyd,40873.00,40456.00,42748.00,67,-1,5.7,18
IA,Franklin,51966.00,51325.00,51495.00,18,-1.2,0.3,84
IA,Fremont,47251.00,44897.00,45925.00,48,-5,2.3,58
IA,Greene,48365.00,48701.00,49533.00,26,0.7,1.7,67
IA,Grundy,50142.00,48104.00,48180.00,36,-4.1,0.2,86
IA,Guthrie,49244.00,50014.00,53340.00,14,1.6,6.7,14
IA,Hamilton,47176.00,52836.00,55316.00,9,12,4.7,27
IA,Hancock,50514.00,51273.00,54069.00,13,1.5,5.5,20
IA,Hardin,47326.00,47420.00,48245.00,34,0.2,1.7,66
IA,Harrison,43565.00,39868.00,41425.00,71,-8.5,3.9,31
IA,Henry,36494.00,37435.00,37705.00,92,2.6,0.7,80
IA,Howard,42412.00,43643.00,45956.00,47,2.9,5.3,21
IA,Humboldt,45837.00,45165.00,47547.00,40,-1.5,5.3,22
IA,Ida,47562.00,46579.00,48232.00,35,-2.1,3.5,38
IA,Iowa,49033.00,49642.00,50955.00,21,1.2,2.6,54
IA,Jackson,39156.00,39996.00,41123.00,74,2.1,2.8,48
IA,Jasper,37583.00,38421.00,39044.00,88,2.2,1.6,71
IA,Jefferson,37391.00,39522.00,40079.00,81,5.7,1.4,73
IA,Johnson,44065.00,45590.00,46933.00,42,3.5,2.9,44
IA,Jones,39149.00,38858.00,40524.00,76,-0.7,4.3,29
IA,Keokuk,44589.00,45242.00,44374.00,55,1.5,-1.9,97
IA,Kossuth,53224.00,49829.00,53198.00,15,-6.4,6.8,13
IA,Lee,34809.00,37609.00,39570.00,85,8,5.2,23
IA,Linn,45294.00,46792.00,48003.00,37,3.3,2.6,55
IA,Louisa,36485.00,36978.00,37021.00,94,1.4,0.1,88
IA,Lucas,37441.00,38992.00,39618.00,84,4.1,1.6,72
IA,Lyon,56137.00,56526.00,57116.00,6,0.7,1,76
IA,Madison,42300.00,43330.00,44301.00,56,2.4,2.2,59
IA,Mahaska,37806.00,38178.00,38653.00,89,1,1.2,74
IA,Marion,39320.00,40373.00,41716.00,69,2.7,3.3,41
IA,Marshall,37148.00,38048.00,39478.00,86,2.4,3.8,36
IA,Mills,49304.00,47453.00,49265.00,28,-3.8,3.8,34
IA,Mitchell,42012.00,44258.00,47161.00,41,5.3,6.6,15
IA,Monona,46381.00,42877.00,43315.00,62,-7.6,1,77
IA,Monroe,37100.00,38568.00,38444.00,91,4,-0.3,90
IA,Montgomery,40251.00,39540.00,41304.00,73,-1.8,4.5,28
IA,Muscatine,39881.00,42341.00,43264.00,64,6.2,2.2,61
IA,O'Brien,53586.00,52916.00,55180.00,10,-1.3,4.3,30
IA,Osceola,56640.00,57020.00,64641.00,1,0.7,13.4,2
IA,Page,39576.00,39357.00,39682.00,83,-0.6,0.8,79
IA,Palo Alto,51439.00,53911.00,59715.00,4,4.8,10.8,4
IA,Plymouth,52671.00,52617.00,54663.00,11,-0.1,3.9,32
IA,Pocahontas,52692.00,51404.00,52972.00,16,-2.4,3.1,43
IA,Polk,44750.00,47058.00,48306.00,33,5.2,2.7,53
IA,Pottawattamie,38598.00,38465.00,41819.00,68,-0.3,8.7,8
IA,Poweshiek,42911.00,43253.00,44915.00,49,0.8,3.8,33
IA,Ringgold,43528.00,44426.00,43718.00,59,2.1,-1.6,96
IA,Sac,51501.00,50899.00,51092.00,20,-1.2,0.4,83
IA,Scott,46544.00,47732.00,48943.00,30,2.6,2.5,56
IA,Shelby,53046.00,50833.00,51332.00,19,-4.2,1,78
IA,Sioux,44811.00,46898.00,49200.00,29,4.7,4.9,26
IA,Story,36157.00,37349.00,39204.00,87,3.3,5,25
IA,Tama,42457.00,41931.00,43114.00,65,-1.2,2.8,47
IA,Taylor,42607.00,43064.00,43265.00,63,1.1,0.5,81
IA,Union,37333.00,37927.00,37606.00,93,1.6,-0.8,92
IA,Van Buren,36700.00,38569.00,38509.00,90,5.1,-0.2,89
IA,Wapello,34416.00,35532.00,36211.00,96,3.2,1.9,63
IA,Warren,41856.00,43241.00,44410.00,54,3.3,2.7,51
IA,Washington,47930.00,50518.00,49859.00,25,5.4,-1.3,95
IA,Wayne,39535.00,40192.00,39783.00,82,1.7,-1,94
IA,Webster,39166.00,41236.00,43327.00,61,5.3,5.1,24
IA,Winnebago,37158.00,38968.00,41329.00,72,4.9,6.1,16
IA,Winneshiek,42166.00,42734.00,44103.00,57,1.3,3.2,42
IA,Woodbury,37036.00,38452.00,40591.00,75,3.8,5.6,19
IA,Worth,42996.00,45875.00,50642.00,22,6.7,10.4,5
IA,Wright,49739.00,51091.00,55745.00,8,2.7,9.1,7
KS,,45838.00,46393.00,47161.00,,1.2,1.7,
KS,Allen,37448.00,37507.00,38100.00,81,0.2,1.6,40
KS,Anderson,40265.00,39725.00,41831.00,59,-1.3,5.3,9
KS,Atchison,33309.00,33993.00,33694.00,100,2.1,-0.9,67
KS,Barber,46492.00,44870.00,40437.00,67,-3.5,-9.9,97
KS,Barton,47797.00,50765.00,48193.00,24,6.2,-5.1,87
KS,Bourbon,36171.00,37273.00,37777.00,85,3,1.4,43
KS,Brown,44786.00,42305.00,40502.00,65,-5.5,-4.3,78
KS,Butler,40944.00,41098.00,42301.00,56,0.4,2.9,29
KS,Chase,52252.00,44796.00,40161.00,71,-14.3,-10.3,98
KS,Chautauqua,43414.00,44679.00,44173.00,42,2.9,-1.1,69
KS,Cherokee,33803.00,33495.00,34132.00,99,-0.9,1.9,37
KS,Cheyenne,47103.00,44359.00,44191.00,41,-5.8,-0.4,61
KS,Clark,51634.00,54451.00,54399.00,12,5.5,-0.1,59
KS,Clay,48881.00,46645.00,46249.00,33,-4.6,-0.8,66
KS,Cloud,36230.00,34153.00,34221.00,98,-5.7,0.2,57
KS,Coffey,54921.00,53382.00,50865.00,18,-2.8,-4.7,82
KS,Comanche,43628.00,35220.00,42487.00,54,-19.3,20.6,2
KS,Cowley,35026.00,35750.00,37381.00,89,2.1,4.6,15
KS,Crawford,33900.00,33977.00,34260.00,97,0.2,0.8,49
KS,Decatur,44696.00,47307.00,49467.00,20,5.8,4.6,14
KS,Dickinson,43499.00,41978.00,43220.00,47,-3.5,3,28
KS,Doniphan,36635.00,33702.00,33621.00,102,-8,-0.2,60
KS,Douglas,36126.00,36889.00,38686.00,76,2.1,4.9,12
KS,Edwards,61952.00,47546.00,53066.00,13,-23.3,11.6,4
KS,Elk,43753.00,44007.00,44598.00,38,0.6,1.3,44
KS,Ellis,44544.00,46231.00,45843.00,34,3.8,-0.8,65
KS,Ellsworth,39363.00,41897.00,38241.00,80,6.4,-8.7,96
KS,Finney,39968.00,40147.00,40227.00,69,0.4,0.2,56
KS,Ford,34434.00,32953.00,33663.00,101,-4.3,2.2,36
KS,Franklin,36275.00,36580.00,37872.00,84,0.8,3.5,21
KS,Geary,40635.00,41770.00,42875.00,52,2.8,2.6,33
KS,Gove,58113.00,55621.00,69469.00,4,-4.3,24.9,1
KS,Graham,52998.00,49159.00,46910.00,28,-7.2,-4.6,81
KS,Grant,49516.00,49916.00,47396.00,26,0.8,-5,86
KS,Gray,79613.00,75836.00,72611.00,3,-4.7,-4.3,77
KS,Greeley,77169.00,52412.00,43147.00,51,-32.1,-17.7,104
KS,Greenwood,41265.00,42632.00,41643.00,62,3.3,-2.3,72
KS,Hamilton,71854.00,73188.00,60381.00,9,1.9,-17.5,103
KS,Harper,47834.00,43920.00,44051.00,44,-8.2,0.3,54
KS,Harvey,37441.00,37249.00,38369.00,79,-0.5,3,27
KS,Haskell,91360.00,78766.00,62294.00,7,-13.8,-20.9,105
KS,Hodgeman,49983.00,48513.00,45643.00,36,-2.9,-5.9,91
KS,Jackson,37897.00,37015.00,37478.00,87,-2.3,1.3,45
KS,Jefferson,39109.00,39181.00,39884.00,72,0.2,1.8,39
KS,Jewell,51606.00,43739.00,43213.00,49,-15.2,-1.2,70
KS,Johnson,59001.00,61663.00,65050.00,5,4.5,5.5,5
KS,Kearny,61418.00,56641.00,55054.00,11,-7.8,-2.8,73
KS,Kingman,42889.00,39272.00,40881.00,63,-8.4,4.1,18
KS,Kiowa,42298.00,36553.00,34937.00,96,-13.6,-4.4,80
KS,Labette,39306.00,39540.00,40251.00,68,0.6,1.8,38
KS,Lane,91240.00,82590.00,86725.00,1,-9.5,5,11
KS,Leavenworth,36920.00,37832.00,39477.00,74,2.5,4.3,16
KS,Lincoln,44647.00,39374.00,36267.00,92,-11.8,-7.9,95
KS,Linn,32095.00,32462.00,33533.00,104,1.1,3.3,24
KS,Logan,53532.00,49765.00,46890.00,29,-7,-5.8,90
KS,Lyon,30508.00,32399.00,33543.00,103,6.2,3.5,22
KS,McPherson,46781.00,47222.00,49015.00,21,0.9,3.8,19
KS,Marion,39216.00,36302.00,37990.00,82,-7.4,4.6,13
KS,Marshall,47629.00,42608.00,44372.00,40,-10.5,4.1,17
KS,Meade,70756.00,60105.00,61794.00,8,-15.1,2.8,31
KS,Miami,40224.00,41803.00,43387.00,46,3.9,3.8,20
KS,Mitchell,54394.00,51312.00,51775.00,17,-5.7,0.9,48
KS,Montgomery,36821.00,37750.00,37751.00,86,2.5,0,58
KS,Morris,43700.00,42939.00,43169.00,50,-1.7,0.5,52
KS,Morton,50663.00,43384.00,45757.00,35,-14.4,5.5,6
KS,Nemaha,55296.00,51873.00,48019.00,25,-6.2,-7.4,93
KS,Neosho,31479.00,31976.00,32225.00,105,1.6,0.8,51
KS,Ness,55723.00,55715.00,53009.00,14,0,-4.9,83
KS,Norton,43758.00,42384.00,39297.00,75,-3.1,-7.3,92
KS,Osage,37337.00,37346.00,37926.00,83,0,1.6,41
KS,Osborne,45574.00,42337.00,41731.00,61,-7.1,-1.4,71
KS,Ottawa,39752.00,35518.00,37312.00,90,-10.7,5.1,10
KS,Pawnee,44271.00,40714.00,38428.00,78,-8,-5.6,89
KS,Phillips,49600.00,49245.00,51856.00,16,-0.7,5.3,8
KS,Pottawatomie,45756.00,46202.00,46772.00,30,1,1.2,46
KS,Pratt,47689.00,45626.00,45328.00,37,-4.3,-0.7,63
KS,Rawlins,52972.00,47301.00,48611.00,23,-10.7,2.8,32
KS,Reno,36437.00,36562.00,37469.00,88,0.3,2.5,35
KS,Republic,49243.00,43899.00,46263.00,32,-10.9,5.4,7
KS,Rice,44075.00,42228.00,43415.00,45,-4.2,2.8,30
KS,Riley,35864.00,37530.00,38499.00,77,4.6,2.6,34
KS,Rooks,44858.00,43473.00,41867.00,58,-3.1,-3.7,75
KS,Rush,48309.00,44376.00,42480.00,55,-8.1,-4.3,79
KS,Russell,49728.00,49903.00,47117.00,27,0.4,-5.6,88
KS,Saline,41096.00,41447.00,42824.00,53,0.9,3.3,23
KS,Scott,73213.00,65021.00,64644.00,6,-11.2,-0.6,62
KS,Sedgwick,47546.00,49740.00,50448.00,19,4.6,1.4,42
KS,Seward,34706.00,35408.00,35123.00,95,2,-0.8,64
KS,Shawnee,40405.00,41892.00,43216.00,48,3.7,3.2,25
KS,Sheridan,73098.00,54510.00,52337.00,15,-25.4,-4,76
KS,Sherman,43296.00,37508.00,41887.00,57,-13.4,11.7,3
KS,Smith,48391.00,41576.00,41796.00,60,-14.1,0.5,53
KS,Stafford,61170.00,54556.00,48657.00,22,-10.8,-10.8,99
KS,Stanton,78018.00,59794.00,59139.00,10,-23.4,-1.1,68
KS,Stevens,52266.00,43904.00,40468.00,66,-16,-7.8,94
KS,Sumner,37256.00,35298.00,36407.00,91,-5.3,3.1,26
KS,Thomas,47568.00,39509.00,39613.00,73,-16.9,0.3,55
KS,Trego,45755.00,46495.00,44166.00,43,1.6,-5,85
KS,Wabaunsee,46216.00,46262.00,46762.00,31,0.1,1.1,47
KS,Wallace,62992.00,50819.00,44412.00,39,-19.3,-12.6,101
KS,Washington,48807.00,42657.00,40582.00,64,-12.6,-4.9,84
KS,Wichita,93342.00,86272.00,76001.00,2,-7.6,-11.9,100
KS,Wilson,37865.00,39899.00,40218.00,70,5.4,0.8,50
KS,Woodson,34713.00,36650.00,35515.00,94,5.6,-3.1,74
KS,Wyandotte,48111.00,42831.00,35589.00,93,-11,-16.9,102
KY,,35601.00,37059.00,38588.00,,4.1,4.1,
KY,Adair,25056.00,26027.00,26876.00,113,3.9,3.3,85
KY,Allen,26878.00,28573.00,29847.00,91,6.3,4.5,51
KY,Anderson,34307.00,35192.00,36834.00,29,2.6,4.7,38
KY,Ballard,36769.00,35838.00,35717.00,37,-2.5,-0.3,112
KY,Barren,31741.00,33821.00,35361.00,38,6.6,4.6,44
KY,Bath,27315.00,27869.00,29076.00,101,2,4.3,56
KY,Bell,26204.00,27896.00,29042.00,102,6.5,4.1,61
KY,Boone,39652.00,41196.00,42645.00,9,3.9,3.5,78
KY,Bourbon,34978.00,36568.00,38638.00,17,4.5,5.7,13
KY,Boyd,33600.00,34856.00,35941.00,35,3.7,3.1,91
KY,Boyle,32031.00,33327.00,34660.00,46,4,4,65
KY,Bracken,31161.00,31950.00,33058.00,67,2.5,3.5,81
KY,Breathitt,26940.00,29513.00,29968.00,89,9.6,1.5,109
KY,Breckinridge,30772.00,32075.00,33108.00,66,4.2,3.2,87
KY,Bullitt,33594.00,34498.00,36362.00,33,2.7,5.4,18
KY,Butler,30786.00,31046.00,32054.00,75,0.8,3.2,86
KY,Caldwell,33066.00,32865.00,33734.00,56,-0.6,2.6,100
KY,Calloway,32395.00,32702.00,33387.00,62,0.9,2.1,105
KY,Campbell,39736.00,41839.00,43164.00,8,5.3,3.2,90
KY,Carlisle,44082.00,41232.00,40684.00,10,-6.5,-1.3,116
KY,Carroll,34450.00,39757.00,44329.00,7,15.4,11.5,1
KY,Carter,27386.00,29047.00,29976.00,88,6.1,3.2,88
KY,Casey,24954.00,26276.00,28153.00,108,5.3,7.1,6
KY,Christian,35433.00,35689.00,37011.00,25,0.7,3.7,72
KY,Clark,34600.00,35698.00,37244.00,23,3.2,4.3,57
KY,Clay,23887.00,25257.00,26608.00,114,5.7,5.3,20
KY,Clinton,26513.00,27907.00,28825.00,104,5.3,3.3,84
KY,Crittenden,35296.00,34948.00,34585.00,48,-1,-1,115
KY,Cumberland,26965.00,29169.00,30967.00,81,8.2,6.2,7
KY,Daviess,37134.00,38897.00,40032.00,12,4.7,2.9,96
KY,Edmonson,27261.00,28287.00,29588.00,94,3.8,4.6,42
KY,Elliott,19650.00,19827.00,21745.00,120,0.9,9.7,2
KY,Estill,27477.00,28935.00,30484.00,84,5.3,5.4,19
KY,Fayette,41534.00,43373.00,45238.00,4,4.4,4.3,58
KY,Fleming,27754.00,28913.00,29663.00,93,4.2,2.6,103
KY,Floyd,29735.00,31644.00,32592.00,69,6.4,3,94
KY,Franklin,36367.00,37752.00,39290.00,15,3.8,4.1,64
KY,Fulton,32599.00,31739.00,31244.00,80,-2.6,-1.6,117
KY,Gallatin,26804.00,28248.00,29322.00,96,5.4,3.8,70
KY,Garrard,27911.00,29229.00,30309.00,85,4.7,3.7,73
KY,Grant,30049.00,30716.00,32114.00,73,2.2,4.6,45
KY,Graves,34263.00,34649.00,35204.00,41,1.1,1.6,108
KY,Grayson,28874.00,30167.00,31693.00,77,4.5,5.1,26
KY,Green,30377.00,32078.00,33484.00,60,5.6,4.4,55
KY,Greenup,34395.00,36107.00,37195.00,24,5,3,93
KY,Hancock,34274.00,34950.00,38284.00,18,2,9.5,3
KY,Hardin,36142.00,37695.00,38972.00,16,4.3,3.4,82
KY,Harlan,26005.00,27147.00,27920.00,109,4.4,2.8,97
KY,Harrison,31298.00,32174.00,33604.00,58,2.8,4.4,52
KY,Hart,28999.00,30601.00,32465.00,70,5.5,6.1,9
KY,Henderson,34954.00,35521.00,36766.00,30,1.6,3.5,79
KY,Henry,33038.00,33529.00,35170.00,42,1.5,4.9,32
KY,Hickman,45030.00,41562.00,37788.00,22,-7.7,-9.1,120
KY,Hopkins,34380.00,36029.00,36518.00,32,4.8,1.4,110
KY,Jackson,23077.00,24271.00,25214.00,116,5.2,3.9,68
KY,Jefferson,42368.00,44240.00,46457.00,3,4.4,5,28
KY,Jessamine,35742.00,37209.00,38243.00,19,4.1,2.8,98
KY,Johnson,30071.00,31310.00,32127.00,72,4.1,2.6,101
KY,Kenton,44549.00,47856.00,49475.00,2,7.4,3.4,83
KY,Knott,26147.00,27894.00,28652.00,106,6.7,2.7,99
KY,Knox,24698.00,26456.00,26907.00,112,7.1,1.7,107
KY,Larue,31529.00,31626.00,33232.00,65,0.3,5.1,25
KY,Laurel,29165.00,30682.00,32254.00,71,5.2,5.1,23
KY,Lawrence,26624.00,27865.00,29138.00,99,4.7,4.6,43
KY,Lee,26111.00,28191.00,29455.00,95,8,4.5,48
KY,Leslie,27685.00,28696.00,30047.00,86,3.7,4.7,37
KY,Letcher,28014.00,29504.00,30562.00,83,5.3,3.6,76
KY,Lewis,25980.00,26991.00,28324.00,107,3.9,4.9,29
KY,Lincoln,26957.00,27963.00,29204.00,97,3.7,4.4,53
KY,Livingston,33533.00,33669.00,35284.00,40,0.4,4.8,34
KY,Logan,33823.00,32931.00,34555.00,49,-2.6,4.9,30
KY,Lyon,27469.00,28584.00,29914.00,90,4.1,4.7,40
KY,McCracken,40276.00,42522.00,44428.00,6,5.6,4.5,49
KY,McCreary,20383.00,21863.00,23016.00,119,7.3,5.3,21
KY,McLean,39129.00,38722.00,37007.00,26,-1,-4.4,119
KY,Madison,31052.00,32470.00,33800.00,55,4.6,4.1,62
KY,Magoffin,23638.00,24229.00,25070.00,117,2.5,3.5,80
KY,Marion,30047.00,32577.00,34122.00,53,8.4,4.7,36
KY,Marshall,35520.00,36584.00,37972.00,20,3,3.8,71
KY,Martin,26007.00,27168.00,27056.00,111,4.5,-0.4,114
KY,Mason,34406.00,35546.00,36840.00,28,3.3,3.6,74
KY,Meade,31964.00,32868.00,34894.00,45,2.8,6.2,8
KY,Menifee,26426.00,27755.00,29196.00,98,5,5.2,22
KY,Mercer,32242.00,33001.00,34165.00,51,2.4,3.5,77
KY,Metcalfe,26709.00,28482.00,29794.00,92,6.6,4.6,41
KY,Monroe,28965.00,31709.00,33435.00,61,9.5,5.4,16
KY,Montgomery,30005.00,31898.00,33507.00,59,6.3,5,27
KY,Morgan,22818.00,23381.00,24281.00,118,2.5,3.8,69
KY,Muhlenberg,29805.00,30901.00,31472.00,79,3.7,1.8,106
KY,Nelson,36162.00,35820.00,37908.00,21,-0.9,5.8,11
KY,Nicholas,30619.00,31091.00,32780.00,68,1.5,5.4,17
KY,Ohio,30263.00,30915.00,31613.00,78,2.2,2.3,104
KY,Oldham,49224.00,51207.00,53671.00,1,4,4.8,33
KY,Owen,31924.00,32646.00,34589.00,47,2.3,6,10
KY,Owsley,24555.00,26778.00,28741.00,105,9.1,7.3,5
KY,Pendleton,30855.00,32621.00,33951.00,54,5.7,4.1,63
KY,Perry,32552.00,34259.00,35148.00,43,5.2,2.6,102
KY,Pike,31522.00,32389.00,33354.00,63,2.8,3,95
KY,Powell,26533.00,28436.00,30572.00,82,7.2,7.5,4
KY,Pulaski,31861.00,33935.00,35823.00,36,6.5,5.6,14
KY,Robertson,27511.00,29144.00,30034.00,87,5.9,3.1,92
KY,Rockcastle,26217.00,27554.00,29138.00,99,5.1,5.7,12
KY,Rowan,27232.00,27855.00,28951.00,103,2.3,3.9,66
KY,Russell,29316.00,30704.00,31907.00,76,4.7,3.9,67
KY,Scott,36926.00,37850.00,39415.00,14,2.5,4.1,60
KY,Shelby,37163.00,37891.00,39613.00,13,2,4.5,46
KY,Simpson,33850.00,32772.00,34139.00,52,-3.2,4.2,59
KY,Spencer,36731.00,38418.00,40375.00,11,4.6,5.1,24
KY,Taylor,30569.00,31886.00,33309.00,64,4.3,4.5,50
KY,Todd,37617.00,35386.00,35344.00,39,-5.9,-0.1,111
KY,Trigg,34770.00,33911.00,34991.00,44,-2.5,3.2,89
KY,Trimble,30668.00,32114.00,33644.00,57,4.7,4.8,35
KY,Union,37571.00,35377.00,34286.00,50,-5.8,-3.1,118
KY,Warren,33524.00,34718.00,35966.00,34,3.6,3.6,75
KY,Washington,33319.00,34782.00,36694.00,31,4.4,5.5,15
KY,Wayne,24983.00,26282.00,27508.00,110,5.2,4.7,39
KY,Webster,37224.00,37019.00,36870.00,27,-0.6,-0.4,113
KY,Whitley,29414.00,30602.00,32100.00,74,4,4.9,31
KY,Wolfe,22980.00,25130.00,26264.00,115,9.4,4.5,47
KY,Woodford,42779.00,43312.00,45213.00,5,1.2,4.4,54
LA,,40094.00,41811.00,42947.00,,4.3,2.7,
LA,Acadia,35240.00,35969.00,35335.00,42,2.1,-1.8,58
LA,Allen,28038.00,28683.00,29735.00,59,2.3,3.7,27
LA,Ascension,42470.00,44025.00,45469.00,10,3.7,3.3,31
LA,Assumption,37990.00,37991.00,38791.00,21,0,2.1,43
LA,Avoyelles,33524.00,33355.00,33859.00,49,-0.5,1.5,45
LA,Beauregard,37665.00,38817.00,40088.00,19,3.1,3.3,32
LA,Bienville,31225.00,31685.00,32500.00,53,1.5,2.6,39
LA,Bossier,37603.00,40498.00,42574.00,17,7.7,5.1,5
LA,Caddo,42707.00,47307.00,49080.00,3,10.8,3.7,24
LA,Calcasieu,37506.00,40292.00,42639.00,16,7.4,5.8,4
LA,Caldwell,34042.00,34841.00,36373.00,35,2.3,4.4,16
LA,Cameron,41848.00,45449.00,45776.00,9,8.6,0.7,50
LA,Catahoula,32313.00,30369.00,28728.00,62,-6,-5.4,62
LA,Claiborne,32909.00,35194.00,36034.00,37,6.9,2.4,40
LA,Concordia,32772.00,31386.00,31309.00,56,-4.2,-0.2,52
LA,De Soto,35309.00,36252.00,37595.00,31,2.7,3.7,25
LA,East Baton Rouge,43312.00,44596.00,45887.00,8,3,2.9,35
LA,East Carroll,38997.00,33214.00,30938.00,57,-14.8,-6.9,63
LA,East Feliciana,35184.00,35333.00,37578.00,32,0.4,6.4,1
LA,Evangeline,34010.00,34609.00,34937.00,44,1.8,0.9,48
LA,Franklin,31703.00,28960.00,30266.00,58,-8.7,4.5,12
LA,Grant,28380.00,28495.00,29548.00,60,0.4,3.7,26
LA,Iberia,37931.00,38617.00,38194.00,27,1.8,-1.1,54
LA,Iberville,34624.00,35395.00,36764.00,33,2.2,3.9,22
LA,Jackson,31991.00,33347.00,34050.00,48,4.2,2.1,42
LA,Jefferson,44234.00,45576.00,46922.00,4,3,3,34
LA,Jefferson Davis,36311.00,37394.00,38743.00,23,3,3.6,28
LA,Lafayette,47954.00,51268.00,49496.00,2,6.9,-3.5,60
LA,Lafourche,44969.00,47519.00,45899.00,7,5.7,-3.4,59
LA,LaSalle,36219.00,37229.00,35603.00,40,2.8,-4.4,61
LA,Lincoln,32101.00,33987.00,35628.00,39,5.9,4.8,8
LA,Livingston,35098.00,36648.00,38095.00,28,4.4,3.9,19
LA,Madison,31072.00,27890.00,27712.00,64,-10.2,-0.6,53
LA,Morehouse,34933.00,32973.00,33714.00,50,-5.6,2.2,41
LA,Natchitoches,32585.00,33437.00,34937.00,44,2.6,4.5,13
LA,Orleans,43094.00,44938.00,46684.00,5,4.3,3.9,21
LA,Ouachita,34499.00,35080.00,36396.00,34,1.7,3.8,23
LA,Plaquemines,42354.00,45399.00,46136.00,6,7.2,1.6,44
LA,Pointe Coupee,39121.00,40105.00,41203.00,18,2.5,2.7,37
LA,Rapides,39893.00,40805.00,42716.00,14,2.3,4.7,10
LA,Red River,31156.00,32470.00,34413.00,46,4.2,6,3
LA,Richland,33746.00,32828.00,34292.00,47,-2.7,4.5,14
LA,Sabine,32038.00,32633.00,32890.00,52,1.9,0.8,49
LA,St. Bernard,27428.00,28125.00,29279.00,61,2.5,4.1,17
LA,St. Charles,42880.00,43881.00,45347.00,11,2.3,3.3,29
LA,St. Helena,35103.00,36880.00,38748.00,22,5.1,5.1,7
LA,St. James,40705.00,41535.00,42678.00,15,2,2.8,36
LA,St. John the Baptist,38577.00,38005.00,39031.00,20,-1.5,2.7,38
LA,St. Landry,36389.00,37616.00,38012.00,29,3.4,1.1,47
LA,St. Martin,37167.00,38455.00,37820.00,30,3.5,-1.7,57
LA,St. Mary,37406.00,38127.00,38257.00,25,1.9,0.3,51
LA,St. Tammany,49227.00,53914.00,57229.00,1,9.5,6.1,2
LA,Tangipahoa,33850.00,34521.00,36043.00,36,2,4.4,15
LA,Tensas,43394.00,35858.00,31383.00,55,-17.4,-12.5,64
LA,Terrebonne,43312.00,45636.00,44952.00,12,5.4,-1.5,56
